Brand,Product Name,Price,Stars,Reviews,Category,Weighted_Rating
Estée Lauder,Double Wear Stay-in-Place Matte Powder Foundation Makeup,36.4,4.3,144,Foundation,4.251052631578947
VDL,Perfect Lasting Foundation,35.0,4.6,62,Foundation,4.304827067669173
Well People,Bio Powder Foundation,27.0,4.2,117,Foundation,4.211139745916515
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,11.99,4.4,446,Foundation,4.3416777445330235
HOURGLASS,Illusion Hyaluronic Skin Tint,56.0,3.8,12,Foundation,4.194731489741303
KIKO Milano,Nothing Matte-R Mattifying Foundation,16.5,3.9,10,Foundation,4.202893236512033
jane iredale,Refillable Compact,20.0,4.6,191,Foundation,4.399960879713337
Estée Lauder,Double Wear Maximum Cover Camouflage Foundation For Face and Body SPF 15,55.0,4.3,1013,Foundation,4.285853419599315
NARS,Foundation Pump,6.0,2.8,98,Foundation,3.765286711489872
IT Cosmetics,CC+ Cream with SPF 50+,47.0,4.3,22287,BB and CC Creams,4.298012296807883
IT Cosmetics,CC+ Nude Glow Lightweight Foundation + Glow Serum with SPF 40,47.0,4.4,3955,BB and CC Creams,4.378582570583743
Anastasia Beverly Hills,Beauty Balm Serum Boosted Skin Tint,42.0,4.2,884,BB and CC Creams,4.203502869582427
Juice Beauty,STEM CELLULAR CC Cream SPF 30,39.5,4.0,1888,BB and CC Creams,4.044006371963361
IT Cosmetics,CC+ Cream Illumination SPF 50+,47.0,4.3,7047,BB and CC Creams,4.2939992350541765
IT Cosmetics,CC+ Cream Natural Matte Foundation with SPF 40,47.0,4.4,4131,BB and CC Creams,4.3793962710861205
Clinique,Moisture Surge CC Cream Hydrating Colour Corrector Broad Spectrum SPF 30,44.0,4.2,1165,BB and CC Creams,4.202912226706542
IT Cosmetics,Mini CC+ Cream with SPF 50+,22.0,4.3,22278,BB and CC Creams,4.298011511482098
e.l.f. Cosmetics,Camo Hydrating CC Cream SPF 30,15.0,4.4,2152,BB and CC Creams,4.364029857096836
TULA,Radiant Skin Brightening Serum Skin Tint SPF 30,42.0,4.2,738,BB and CC Creams,4.203915470598186
Maybelline,Dream Fresh BB Cream 8-In-1 Skin Perfector,9.99,4.0,2680,BB and CC Creams,4.03305146182821
Dermablend,Continuous Correction Tone-Evening CC Cream SPF 50+,41.0,4.3,531,BB and CC Creams,4.256129032258065
e.l.f. Cosmetics,Camo CC Cream,14.0,4.1,7933,BB and CC Creams,4.106521219492139
BOBBI BROWN,Vitamin Enriched Hydrating Skin Tint SPF 15,48.0,4.3,341,BB and CC Creams,4.246235282856323
Tarte,BB Blur Tinted Moisturizer Broad Spectrum SPF 30 Sunscreen,42.0,4.5,3469,BB and CC Creams,4.463330367914986
L'Oréal,Studio Secrets Magic Skin Beautifier B.B. Cream,12.99,3.7,1630,BB and CC Creams,3.819917065825218
L'Oréal,Magic Skin Beautifier BB Cream Anti-Redness,12.99,3.4,472,BB and CC Creams,3.817106549364614
CoverGirl,Clean Matte BB Cream,10.99,4.3,3818,BB and CC Creams,4.289513421879025
L'Oréal,Magic Skin Beautifier BB Cream Anti-Fatigue,12.99,2.7,168,BB and CC Creams,3.830848731600376
Pacifica,Alight Multi-Mineral BB Cream,16.0,4.4,701,BB and CC Creams,4.320626383207029
KIKO Milano,Skin Trainer CC Blur,23.0,3.8,22,BB and CC Creams,4.192460794281665
jane iredale,Glow Time Pro BB Cream,36.4,2.8,1039,BB and CC Creams,3.2589115389850383
Hey Honey,Trick and Treat CC² Active Propolis Color Correcting Cream With Broad Spectrum SPF 45,42.0,4.7,1083,BB and CC Creams,4.5448111238917335
Erborian,CC Cream SPF 25,46.0,4.6,4533,BB and CC Creams,4.561118924581677
Erborian,CC Red Correct Green Color Corrector SPF25,46.0,4.6,460,BB and CC Creams,4.3964152114471675
Erborian,BB Cream SPF 20,46.0,4.6,271,BB and CC Creams,4.346606117548805
Erborian,Travel Size CC Cream SPF 25,25.0,4.6,4533,BB and CC Creams,4.561118924581677
Erborian,Travel Size BB Cream SPF 20,25.0,4.6,271,BB and CC Creams,4.346606117548805
Erborian,CC Water with Hyaluronic Acid,46.0,4.6,885,BB and CC Creams,4.458819492107069
Erborian,Travel Size CC Water with Hyaluronic Acid,25.0,4.6,885,BB and CC Creams,4.458819492107069
Erborian,Travel Size CC Red Correct Green Color Corrector SPF25,25.0,4.6,460,BB and CC Creams,4.3964152114471675
Live Tinted,Hueguard Skin Tint SPF 50 Mineral Sunscreen Broad Spectrum,42.0,4.2,247,Tinted Moisturizers,4.206672961913756
bareMinerals,COMPLEXION RESCUE Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,39.0,4.4,8296,Tinted Moisturizers,4.39775714776905
Clinique,Moisture Surge Sheertint Hydrator Broad Spectrum SPF 25 Tinted Moisturizer,44.0,3.9,438,Tinted Moisturizers,3.962785947712418
Laura Mercier,Long-Wear Tinted Moisturizer Natural Dewy SPF 30 with Hyaluronic Acid,50.0,4.6,521,Tinted Moisturizers,4.536133262449052
MILK MAKEUP,Hydro Grip 12-Hour Hydrating Gel Skin Tint,36.0,3.9,48,Tinted Moisturizers,4.121789321789321
bareMinerals,COMPLEXION RESCUE Natural Matte Tinted Moisturizer Mineral SPF 30,39.0,4.2,1532,Tinted Moisturizers,4.201438068104735
NARS,Pure Radiant Tinted Moisturizer SPF 30,49.0,4.3,870,Tinted Moisturizers,4.291552823315119
Anastasia Beverly Hills,Beauty Balm Serum Boosted Skin Tint,42.0,4.2,884,Tinted Moisturizers,4.202379349046016
MAC,Strobe Dewy Skin Tint,38.0,4.5,444,Tinted Moisturizers,4.446464646464647
Lancôme,Skin Feels Good Hydrating Tinted Moisturizer with SPF 23,37.0,4.2,2845,Tinted Moisturizers,4.2007982228246545
TULA,Radiant Skin Brightening Serum Skin Tint SPF 30,42.0,4.2,738,Tinted Moisturizers,4.202790942601369
Urban Decay Cosmetics,Hydromaniac Hydrating Dewy Foundation,35.0,4.3,4012,Tinted Moisturizers,4.297997949382116
PÜR,4-in-1 Tinted Moisturizer Broad Spectrum SPF 20,36.0,4.4,1146,Tinted Moisturizers,4.384948526801563
Laura Mercier,Tinted Moisturizer Light Revealer Natural Skin Illuminator Broad Spectrum SPF 25,54.0,4.3,1122,Tinted Moisturizers,4.293286283025696
Smashbox,Halo Healthy Glow Tinted Moisturizer Broad Spectrum SPF 25,41.0,4.3,1697,Tinted Moisturizers,4.295427374129537
Laura Mercier,Tinted Moisturizer Oil Free Blurred Matte SPF 30,50.0,4.5,132,Tinted Moisturizers,4.376283846872083
ULTA Beauty Collection,Tinted Moisturizer SPF 24,16.0,3.4,172,Tinted Moisturizers,3.7135091926458825
RMS Beauty,SunCoverup Super Tint Broad Spectrum SPF 50 Sunscreen,49.0,4.8,439,Tinted Moisturizers,4.687624872579001
Naturium,Dew-Glow Tinted Moisturizer SPF 50+,22.99,3.6,18,Tinted Moisturizers,4.131899641577061
La Roche-Posay,Anthelios Mineral Tinted Fluid Face Sunscreen SPF 40,31.99,4.2,273,Tinted Moisturizers,4.2062151861624155
ColourPop,Pretty Fresh Hyaluronic Acid Tinted Moisturizer,15.0,4.3,1848,Tinted Moisturizers,4.29578073467531
Tarte,Skin Treat Poreless Tinted Moisturizer SPF 20,36.0,4.3,375,Tinted Moisturizers,4.282859782859783
BOBBI BROWN,Vitamin Enriched Hydrating Skin Tint SPF 15,48.0,4.3,341,Tinted Moisturizers,4.281556052696992
Smashbox,Mini Halo Healthy Glow Tinted Moisturizer Broad Spectrum SPF 25,20.0,4.3,1697,Tinted Moisturizers,4.295427374129537
Peter Thomas Roth,Water Drench Broad Spectrum SPF 45 Hyaluronic Sheer Tint Moisturizer,56.0,4.6,53,Tinted Moisturizers,4.348148148148148
COOLA,Rosilliance Tinted Moisturizer Organic Sunscreen SPF 30,52.0,4.0,106,Tinted Moisturizers,4.111111111111111
WYN BEAUTY,Featuring You Hydrating Skin Enhancing Tint SPF 30,29.0,4.0,224,Tinted Moisturizers,4.071380471380472
RMS Beauty,SuperNatural Radiance Serum Broad Spectrum SPF 30 Sunscreen,49.0,4.7,1107,Tinted Moisturizers,4.658248603096089
ELEMIS,Superfood Glow Priming Moisturiser,58.0,4.3,244,Tinted Moisturizers,4.2764444444444445
Avène,Mineral Sunscreen Multi-Defense Fluid Tinted SPF 50+,36.0,3.0,9,Tinted Moisturizers,4.126570048309179
Beekman 1802,Milk Tint SPF 43 Tinted Primer Serum,48.0,4.1,83,Tinted Moisturizers,4.1685479129923575
Hempz,Star Dust Shimmer Stick,21.99,4.4,103,Tinted Moisturizers,4.3098351940457205
NUDESTIX,NUDESCREEN Daily Mineral Veil SPF 30,38.0,4.3,683,Tinted Moisturizers,4.289550767497536
Pacifica,Kind Tint Tinted Serum,14.0,3.7,301,Tinted Moisturizers,3.836008736008736
Tarte,Travel Size BB Blur Tinted Moisturizer Broad Spectrum SPF 30 Sunscreen,18.0,3.8,16,Tinted Moisturizers,4.166848816029144
Kate Somerville,HydraKate Illuminating SPF 50+ Drops,46.0,4.7,54,Tinted Moisturizers,4.383472222222222
jane iredale,Dream Tint Tinted Moisturizer,50.0,4.4,906,Tinted Moisturizers,4.381379007465965
Tarte,Maracuja Vegan Tinted Moisturizer,30.0,4.5,1652,Tinted Moisturizers,4.483251169257995
Naked Sundays,BeautyScreen Peptide Foundation Tint SPF50,32.3,4.7,95,Tinted Moisturizers,4.448037589828634
jane iredale,HydroPure Tinted Serum,58.0,4.2,861,Tinted Moisturizers,4.202435941629323
Beautycounter,Dew Skin Tinted Moisturizer,12.5,4.6,1948,Tinted Moisturizers,4.5805041653142915
Wet n Wild,Bare Focus Tinted Hydrator Tinted Skin Veil,6.99,4.2,608,Tinted Moisturizers,4.203299097416744
Honest Beauty,CCC Clean Corrective with Vitamin C Tinted Moisturizer SPF 30,13.5,3.9,79,Tinted Moisturizers,4.084624624624625
HOURGLASS,Illusion Hyaluronic Skin Tint,56.0,3.8,12,Tinted Moisturizers,4.179284369114877
Tarte,Amazonian Clay BB Tinted Moisturizer Broad Spectrum SPF 20,42.0,4.5,2761,Tinted Moisturizers,4.489729876370965
HOURGLASS,Vanish Airbrush Concealer,38.0,4.1,416,Concealer,4.1378511334097325
Tarte,Shape Tape Blur Concealer Stick,29.0,3.3,35,Concealer,4.05136248263972
NARS,Radiant Creamy Concealer,32.0,4.6,6604,Concealer,4.593958357088081
Estée Lauder,Double Wear Stay-in-Place 24-Hour Concealer,38.0,4.8,479,Concealer,4.691786871504885
Tarte,Shape Tape Concealer,32.0,4.7,37768,Concealer,4.698605539978212
Clinique,Even Better All-Over Concealer + Eraser,32.0,3.7,673,Concealer,3.786998628647089
Too Faced,Born This Way Super Coverage Multi-Use Concealer,36.0,4.4,2799,Concealer,4.3944415986903245
Tarte,Shape Tape Creamy Concealer,32.0,4.3,1938,Concealer,4.298040732900212
Dior,Forever Skin Correct Concealer,40.0,4.6,570,Concealer,4.541277326263636
Tarte,Shape Tape Radiant Concealer,32.0,4.2,338,Concealer,4.2177476299444265
e.l.f. Cosmetics,Hydrating Camo Concealer,7.0,4.3,7242,Concealer,4.2994519160475875
IT Cosmetics,Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer,29.0,4.3,6276,Concealer,4.299369163765932
Lancôme,Teint Idôle Ultra Wear All Over Concealer,31.0,4.6,6224,Concealer,4.593596582063415
Clinique,Beyond Perfecting Foundation + Concealer,40.0,4.1,4622,Concealer,4.1042925610823
Maybelline,Instant Age Rewind Eraser Dark Circle Treatment Concealer,10.99,4.1,10456,Concealer,4.101925119093821
MILK MAKEUP,Future Fluid Longwear Hydrating Concealer with Hyaluronic Acid,30.0,4.7,473,Concealer,4.611199848360396
NARS,Mini Radiant Creamy Concealer,15.0,4.6,6604,Concealer,4.593958357088081
PÜR,4-in-1 Sculpting Brightening Concealer,24.0,4.4,1764,Concealer,4.391391256508185
Tarte,Travel-Size Shape Tape Creamy Concealer,10.5,4.4,519,Concealer,4.3746706860755635
MAC,Studio Fix 24-Hour Smooth Wear Fluid Correcting Concealer,28.0,4.3,668,Concealer,4.294891025030932
NARS,Soft Matte Complete Concealer,32.0,4.6,537,Concealer,4.538336737138749
Tarte,Travel-Size Shape Tape Concealer,15.0,4.5,2229,Concealer,4.487904683017624
Tarte,Maracuja Creaseless Concealer,30.0,4.0,2670,Concealer,4.011663291466488
Estée Lauder,Futurist Soft Touch Brightening Skincealer Concealer,36.0,4.7,952,Concealer,4.650804385264839
Morphe,Wakeup Artist Under Eye Correcting Concealer,12.0,4.6,777,Concealer,4.554798564821397
Juvia's Place,I Am Magic Concealer,16.0,4.3,2230,Concealer,4.298283975244233
NYX Professional Makeup,Bare With Me Hydrating Face & Body Concealer Serum,12.0,4.4,1074,Concealer,4.386424673724445
RMS Beauty,UnCoverup Concealer,40.0,4.8,3316,Concealer,4.781083161656322
Laura Mercier,Real Flawless Weightless Perfecting Serum Concealer,33.0,4.7,963,Concealer,4.65130314264925
FENTY BEAUTY by Rihanna,Pro Filt'r Instant Retouch Concealer,30.0,3.8,178,Concealer,3.9898796992481205
FENTY BEAUTY by Rihanna,We're Even Hydrating Longwear Concealer,32.0,4.5,305,Concealer,4.4334049409237375
Stila,Correct and Perfect All-In-One Color Correcting Palette,45.0,4.6,137,Concealer,4.443103898742995
Morphe,Filter Effect Soft Radiance Concealer,12.0,4.3,457,Concealer,4.293029205137195
Maybelline,Fit Me Natural Finish Concealer,8.99,4.1,2311,Concealer,4.108369876602726
MAC,Studio Radiance 24hr Luminous Lift Concealer,31.0,4.6,771,Concealer,4.554494859769805
PÜR,4-In-1 Love Your Selfie Longwear Foundation & Concealer,38.0,3.9,923,Concealer,3.9428362772961107
Tarte,Creaseless Creamy Concealer,30.0,4.3,46,Concealer,4.275975653419262
IT Cosmetics,Bye Bye Dark Spots Concealer + Serum,30.0,4.5,3008,Concealer,4.490914987148382
Lancôme,Care and Glow Hydrating Serum Concealer,31.0,4.6,1136,Concealer,4.567697861505911
KYLIE COSMETICS,Power Plush Longwear Concealer,27.0,4.3,1050,Concealer,4.296556237008905
Tarte,Travel-Size Shape Tape Radiant Concealer,10.5,4.4,14,Concealer,4.28061698363556
NYX Professional Makeup,Pro Fix Stick Color Correcting Concealers,9.0,4.4,784,Concealer,4.382079370611961
Charlotte Tilbury,Beautiful Skin Medium to Full Coverage Radiant Concealer,33.0,4.5,501,Concealer,4.454356195464585
L'Oréal,Infallible Full Wear Waterproof Concealer,14.99,4.3,1571,Concealer,4.29761601286145
Milani,Conceal + Perfect 2-in-1 Foundation + Concealer,11.99,4.1,2234,Concealer,4.1086434252013735
e.l.f. Cosmetics,16HR Camo Concealer,7.0,4.2,5532,Concealer,4.20144391754058
MAC,Studio Fix Every-Wear All-Over Face Concealer Pen,40.0,4.4,653,Concealer,4.379050206160563
NYX Professional Makeup,Can't Stop Won't Stop 24HR Full Coverage Matte Concealer,9.5,4.3,1634,Concealer,4.297701543151729
Milani,Conceal + Perfect Longwear Concealer,10.99,4.2,796,Concealer,4.208893147902436
ILIA,True Skin Serum Concealer,32.0,4.5,2047,Concealer,4.486889769375027
Anastasia Beverly Hills,Magic Touch Medium to Full Coverage Concealer,29.0,4.6,3212,Concealer,4.587811610610209
L.A. Girl,Lightweight HD Pro Creamy Concealer,5.49,4.0,2261,Concealer,4.013665090127753
Live Tinted,HUESKIN Serum Concealer,28.0,4.1,370,Concealer,4.141390060517146
NATASHA DENONA,Hy-Glam Concealer,30.0,4.7,680,Concealer,4.634119588247427
bareMinerals,ORIGINAL Liquid Mineral Concealer,30.0,4.2,692,Concealer,4.210029373187268
Benefit Cosmetics,Boi-ing Cakeless Full Coverage Waterproof Liquid Concealer,28.0,4.4,6713,Concealer,4.3976245661703635
Too Faced,Born This Way Ethereal Light Illuminating Smoothing Concealer,29.0,4.4,724,Concealer,4.380808403988696
bareMinerals,BAREPRO 16HR All Over Skin-Perfecting Matte Concealer Mineral SPF 25,32.0,4.6,437,Concealer,4.527305741993624
Clinique,Beyond Perfecting Powder Foundation + Concealer,40.0,4.4,695,Concealer,4.380127184546434
L.A. Girl,HD Pro Corrector Concealer,5.49,4.0,2261,Concealer,4.013665090127753
Urban Decay Cosmetics,Quickie 24HR Full-Coverage Waterproof Concealer,33.0,4.4,2672,Concealer,4.394188944085339
ULTA Beauty Collection,Complexion Crush Full Coverage Concealer,12.0,4.3,2474,Concealer,4.298445265706639
L'Oréal,True Match Radiant Serum Concealer,15.99,4.4,805,Concealer,4.382485339562499
IT Cosmetics,Bye Bye Redness Neutralizing Color-Correcting Concealer Cream,38.0,4.4,4717,Concealer,4.3966447426688235
Benefit Cosmetics,Boi-ing Industrial Strength Full Coverage Cream Concealer,27.0,4.3,810,Concealer,4.2956694310884505
Winky Lux,Peeper Perfect Under-Eye Concealer,18.0,4.8,742,Concealer,4.724726747424116
r.e.m. beauty,Sweetener Concealer,26.0,4.1,737,Concealer,4.123706530587236
bareMinerals,WELL-RESTED Talc-Free Under Eye Brightener Mineral SPF 20,27.0,4.4,1439,Concealer,4.3895989172161665
CHANEL,LES BEIGES Water-Fresh Complexion Touch,70.0,4.4,45,Concealer,4.302777902840934
Tarte,Shape Tape Glow Wand Liquid Highlighter,32.0,4.4,1157,Concealer,4.387305637040216
Benefit Cosmetics,Boi-ing Bright On Brightening Undereye Concealer,28.0,4.3,731,Concealer,4.295268358469444
NARS,Light Reflecting Eye Brightener,34.0,4.6,575,Concealer,4.541698579303351
Revolution Beauty,IRL Filter Finish Concealer,3.5,4.1,77,Concealer,4.202331204896664
CHANEL,LE CORRECTEUR DE CHANEL Longwear Concealer,45.0,3.6,35,Concealer,4.11824146353144
NYX Professional Makeup,3C Color Correcting Concealer Palette,12.0,4.0,608,Concealer,4.044608095581419
Essence,Keep Me Covered Concealer,4.99,3.7,122,Concealer,3.983458646616542
TULA,Radiant Skin Brightening Serum Concealer,32.0,3.5,29,Concealer,4.119628541552557
ULTA Beauty Collection,Inner Glow Serum Concealer,12.0,4.2,317,Concealer,4.218596605408738
Maybelline,Instant Age Rewind Instant Perfector 4-In-1 Glow Makeup,13.99,3.8,1806,Concealer,3.8295455963560348
IT Cosmetics,Travel Size Bye Bye Under Eye Full Coverage Waterproof Concealer,14.0,4.4,1157,Concealer,4.387305637040216
Essence,Correct & Conceal Under Eye Brightening Concealer,4.99,4.7,13,Concealer,4.308621553884712
Dermablend,Quick Fix Concealer Stick,29.0,4.2,635,Concealer,4.210784557165701
WYN BEAUTY,Nothing To See Soft Matte Hydrating Creamy Concealer,25.0,4.0,74,Concealer,4.166142396808347
PAT McGRATH LABS,Skin Fetish: Sublime Perfection Full Coverage Concealer,34.0,4.3,15,Concealer,4.270539487404643
CHANEL,LE CORRECTEUR DE CHANEL Longwear Concealer,45.0,4.0,3,Concealer,4.260511278195488
Morphe 2,Hide & Peek Concealer,12.0,4.3,2672,Concealer,4.298555443727429
Anastasia Beverly Hills,Highlighting & Concealing Pro Pencil,18.0,4.4,317,Concealer,4.363015739805094
PAT McGRATH LABS,Skin Fetish: Sublime Perfection Blurring Under Eye Powder,35.0,4.7,21,Concealer,4.330516851569484
CoverGirl,TruBlend Undercover Concealer,12.99,4.3,3514,Concealer,4.298889964184388
KVD Beauty,Good Apple Lightweight Full-Coverage Concealer,30.0,3.5,136,Concealer,3.8626508130792097
NUDESTIX,Nudies Tinted Blur Foundation Stick,32.0,4.1,811,Concealer,4.121826269854701
NUDESTIX,NUDEFIX Cream Concealer,29.0,4.5,815,Concealer,4.469651984817968
Revlon,Glimmer Brightening & Correcting Concealer,12.99,4.4,1987,Concealer,4.392301521941412
Essence,Bright Eyes! Under Eye Stick,4.99,3.9,26,Concealer,4.202458849827271
CHANEL,LE CORRECTEUR DE CHANEL Longwear Colour Corrector,45.0,4.1,9,Concealer,4.255449692934627
Pacifica,DreamLit Glow Creamy Undereye Concealer,16.0,4.4,66,Concealer,4.313637817949129
BLK/OPL,Brightening Concealer,10.95,4.5,15,Concealer,4.292437297623621
Tarte,Colored Clay CC Undereye Corrector,30.0,4.5,611,Concealer,4.461205879637703
Pixi,Correction Concentrate Concealer,12.0,4.6,176,Concealer,4.463637281122268
BOBBI BROWN,Skin Concealer Stick,17.0,4.5,39,Concealer,4.323378321580348
Revolution Beauty,Conceal & Define Full Coverage Concealer,3.5,4.1,2078,Concealer,4.109256322624743
KIKO Milano,Universal Stick Concealer,6.25,3.9,14,Concealer,4.2291463954002655
Tarte,Shape Tape Conceal & Sculpt Duo,19.0,3.7,17,Concealer,4.197582084708173
Tarte,Shape Tape All Star Squad Complexion Trio,24.0,4.0,6,Concealer,4.254405545112782
UOMA Beauty,Stay Woke Concealer,25.0,3.6,22,Concealer,4.165027151211362
NATASHA DENONA,Hy-Glam Correcting Concealer,30.0,4.7,27,Concealer,4.345395367613665
J.Cat Beauty,"Staysurance Water-Sealed, Zero Smudge Concealer",8.99,4.4,104,Concealer,4.328158892807239
Well People,Bio Correct Concealer,22.0,4.5,417,Concealer,4.447242875277247
HOURGLASS,Travel Size Vanish Airbrush Concealer,20.0,3.9,21,Concealer,4.213034334086966
LAURA GELLER,Ideal Fix Concealer,28.0,3.0,4,Concealer,4.226697696622509
FLOWER Beauty,Light Illusion Full Coverage Concealer,12.0,3.9,484,Concealer,3.9738678379116106
FLOWER Beauty,Get Real Serum Concealer,12.0,4.2,38,Concealer,4.251024436090225
CoverGirl,Smoothers Moisturizing Concealer Stick,9.99,4.1,833,Concealer,4.121323465732393
BLK/OPL,Flawless Concealer,10.95,4.3,51,Concealer,4.276669998696162
Well People,Supernatural Complexion Stick,25.0,4.5,217,Concealer,4.416117727948189
Tarte,Travel Size Maracuja Creaseless Concealer,15.0,3.3,64,Concealer,3.934214568679764
LORAC,PRO Soft Focus Longwear Concealer,24.0,4.1,14,Concealer,4.249734630694383
bareMinerals,Talc-Free Loose Powder Concealer Mineral SPF 20,27.0,4.6,2880,Concealer,4.5864636608176
NUDESTIX,Mini NUDEFIX Cream Concealer,6.3,4.7,3,Concealer,4.277311278195489
MAC,Pro Longwear Liquid Correcting Concealer,31.0,4.2,1148,Concealer,4.206428275412942
Revolution Beauty,Eye Bright Concealer,5.0,3.8,214,Concealer,3.96953544575725
CoverGirl,Simply Ageless Triple Action Concealer,17.49,3.7,531,Concealer,3.8059171665764713
jane iredale,Active Light Under-Eye Concealer,32.0,4.2,353,Concealer,4.217187178472497
jane iredale,Circle\Delete Concealer,36.0,4.5,676,Concealer,4.464365801722351
Tarte,Travel-Size Shape Tape Glow Wand Liquid Highlighter,15.0,4.2,51,Concealer,4.247190229910036
Wet n Wild,MegaGlo Makeup Stick Contour,4.49,4.0,587,Concealer,4.045929350880728
Laura Mercier,Flawless Fusion Ultra-Longwear Concealer,33.0,4.5,400,Concealer,4.445524731368652
Honest Beauty,Honestly Bright Eyes Tinted Eye Cream,12.5,4.1,52,Concealer,4.217033964220898
KIKO Milano,Full Coverage Concealer,6.75,3.3,13,Concealer,4.173806739069897
Hey Honey,Trick&Treat Concealer,38.0,4.6,270,Concealer,4.496336504526623
Lancôme,Effacernes Waterproof Protective Undereye Concealer,34.0,4.6,946,Concealer,4.5619512263805575
Undone Beauty,Conceal To Reveal 3-in-1 Coverage Palette,14.0,4.4,296,Concealer,4.361157678886211
jane iredale,PureMatch Liquid Concealer,30.0,4.6,258,Concealer,4.493062920459042
